,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,RF,RH,LF,LH
0,10.567465,-122.374641,56.303581,0.205272,50.394295,-84.446091,0.648309,-102.230713,30.775719,1.094835,35.011696,26.817162,5.767401447999999,1.3718071760000001,0.0119186624,0.0222751802
1,-70.266762,-132.745392,291.809082,-3.704418,79.140282,-296.48584,96.227493,-2.424213,261.554718,-33.565552,19.91851,-236.744858,6.653066010427245,1.8921959952848295,-0.026818836827244584,1.4335666669972138
2,-47.442028,-126.44162,307.853729,-12.409325,95.296082,-111.541756,40.166248,25.634735,18.210415,-6.303666,56.816559,-278.153442,6.535799693374613,1.6055220425603718,0.0065626397489164205,4.809548957850153
3,-55.658607,-147.146484,354.09314,33.937202,-58.029179,192.497482,32.762875,3.924421,-152.708878,-129.935089,54.704967,-6.243034,6.513687488582042,0.5954057943591331,0.05625902531052632,6.065914593565015
4,-7.282582,-239.975952,125.057945,29.011162,131.348251,204.62326,9.828863,-83.557678,-124.898666,21.275471,-15.599506,-7.52191,4.114495639281735,0.0851888290959753,0.016787622965325173,4.215747249201241
5,-28.546774,-111.535789,-163.963623,18.118349,54.468475,149.887985,2.948659,-162.526306,-148.566605,55.340641,-202.394867,-32.384575,0.3466738495727568,0.030902817130030864,-0.002912075234674981,1.62063181313777
6,-17.979033,-138.908737,-30.359091,5.435505,-19.436457,146.648407,-2.881402,43.509106,21.335014,22.251194,-0.462463,155.988617,-0.0027595681733746133,0.016919797696594414,0.010630884919195043,1.390091148578328
7,-16.69171,-68.034622,-12.873728,1.630652,73.255058,96.718521,-0.864421,-145.119263,83.603508,34.920361,278.545258,48.679585,0.007502803504643964,0.18226917182043328,0.020757042961919506,1.576009195508359
8,-10.656513,-37.357388,-49.054115,0.489195,-89.120483,40.313557,-0.259326,12.95422,134.295059,42.487106,126.872589,65.444878,0.016156549671826764,3.5535477320866833,-0.0066163930142414135,1.2854415971139312
9,-3.196954,71.644783,71.901772,0.146759,278.309845,15.860067,1.805202,282.570251,76.065521,46.640133,77.604782,19.633465,1.8414817632198086,4.560082789975232,0.026718692781114682,0.7422938421764707
