,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,RF,RH,LF,LH
0,3.832656,-38.457047,216.039825,0.0,-16.064716,-63.610344,3e-06,-43.216347,-109.737823,0.0,22.752005,-237.537231,3.422356352,-0.010178428999999989,0.03279331170000001,1.8219905506000003
1,12.447796,-156.528107,136.365952,-7.532,-36.830414,12.927895,-9.414999,-50.624905,-38.570347,-199.598007,23.772602,145.283829,1.0249161529230768,0.035416462649572655,0.02072389401880341,2.4067225479957264
2,-28.276659,-35.660435,-26.878216,-15.440599,120.760872,103.677376,-0.9415,-0.123472,-103.838104,-10.921406,170.952774,19.106152,0.8216349798290599,0.017700887487179493,-0.0016171531692307714,2.6006859747111113
3,-32.961998,62.738873,-147.405457,-6.51518,-71.102737,206.222214,58.090546,129.889954,-194.972427,24.968578,194.393829,143.190842,0.6931994447179485,0.03929258464102562,0.014022643817948714,1.3028583479974358
4,14.590401,-92.275337,-59.285637,13.109446,-8.149822,97.643661,41.906166,72.860992,-130.045731,-18.871426,-1.937851,93.798256,0.03661035350427349,1.2442420015384619,-0.04585992420085469,0.8688566947188036
5,51.452122,-150.077606,-47.913692,-11.131166,91.705055,34.942101,-4.37515,-130.664703,-44.66272,20.700571,155.707642,30.022478,-0.010411096170940139,3.5107235850683765,-0.010857929944444438,0.7793157305965813
6,77.574638,-52.555286,-36.970108,-29.701349,-94.883484,18.014631,-29.557547,7.875587,16.729183,-12.619828,59.893295,-26.770256,0.256064797846154,5.162669814666667,-0.0061888269358974434,0.4805580399717948
7,-68.994606,-91.086586,-44.985035,-16.442406,-62.359047,9.170389,2.430735,13.660676,-6.279244,22.576052,68.80899,-145.490082,1.0484224365470085,5.533999463,1.901140441269232,-0.02123429184017093
8,-7.517384,-91.347977,-7.846511,13.897278,3.888285,19.698116,36.506222,2.215203,-122.395775,29.368814,26.291698,-158.510025,1.3587041263931625,10.273800709820513,7.654970500255558,-0.003898912410256389
9,10.925785,-68.830391,-41.896954,21.116184,-98.632515,54.867435,12.834867,92.931557,-49.899734,21.991646,38.015511,-143.585999,0.8623694843076918,12.54138927153846,9.24422632729231,-0.033742255938461446
10,10.809736,-45.12812,34.505913,17.632854,-72.898758,16.460232,-24.394541,91.901466,-75.225922,-78.137505,41.532654,-43.075802,0.10690960249572665,12.625930436059829,6.01365937240086,-0.013916620699145225
11,5.125921,-60.613438,-211.842224,-6.008143,-97.189629,78.375076,84.948639,87.826439,-280.538788,-10.260252,-4.487204,205.505264,-0.00617390170940172,10.67070779202564,2.748590575465813,-0.01600494158461536
12,-22.941223,21.358967,-144.521667,-1.802443,-96.944893,206.163513,12.303593,41.411934,-112.406639,-3.078076,107.867844,71.066582,0.0005217888205128582,11.641360221512821,3.0192440408153853,0.037517651841025616
13,-31.361366,77.961693,-120.559509,-34.434734,-121.350464,348.065063,9.340077,35.019581,-238.968994,-17.870422,-10.948647,30.734974,-0.026976392888888888,11.340723506777778,3.795458428533332,0.006224431966666581
14,-32.00441,102.474503,-258.361847,-32.926418,-162.566147,379.337524,-19.793976,121.602875,-301.416687,43.596874,-56.008595,-148.951508,-0.017735625675213636,11.16055811540171,5.960401432505983,-0.016053215636752195
15,-15.250322,109.828354,-92.572563,-34.356926,-54.418846,392.48526,-30.417192,130.630859,-193.990005,54.505062,-22.45158,-87.994461,0.014270311076923102,12.771293535794873,7.487101947141025,0.4579545292076922
16,42.499905,-91.329498,81.44223,-32.903076,-144.369644,402.078583,-46.785156,159.701263,-103.389,-89.096481,91.180527,-94.18634,0.024083395521367505,12.422276864700857,7.124700185794873,1.808167283890598
17,20.281973,166.550156,80.922668,-36.232922,-301.281891,406.8396,-59.227547,125.113388,65.016296,-17.313946,-191.073853,-111.107903,-0.021494613606837597,8.296352408085472,5.979018595788033,1.994784968894017
18,21.148592,68.795052,77.000801,-35.348877,-112.980568,378.139862,-79.907272,171.22702,-123.603111,-5.194184,-326.591187,-103.003372,0.5571808369230842,7.702864398692306,9.744487178023082,2.9090481417999956
19,11.993578,169.395523,79.59024,-35.083664,-111.097176,328.103973,-74.813187,68.315109,-172.656937,-1.558255,-77.264366,-79.859009,7.138413483726491,6.783396294965812,14.524044494168374,2.6987011433820385
20,11.130074,111.074661,25.760073,-33.121098,-304.481171,294.263184,-86.46595,197.496536,-108.287086,20.245523,-58.95631,77.724304,11.676525435965813,4.696441832119658,12.101611444305984,2.76608184318205
21,8.988022,12.6094,11.494022,-34.415329,-277.761353,319.887939,-84.312782,79.96196,-128.519119,7.956657,-108.070892,55.328289,14.253400748615386,0.4779377476410261,5.655597181487183,5.064921289397437
22,2.696407,-82.835182,-17.264793,-29.154598,-85.211411,374.650391,-89.315834,3.275589,-125.173737,-25.858004,-194.359268,12.832488,15.047010164136752,0.009936567803419102,1.0891104236991442,5.907254779770944
23,17.755922,-17.318556,51.310562,-25.69338,-155.490433,281.865112,-68.220749,-76.220329,26.469872,-32.236401,-86.55278,-186.333252,13.808825147897434,-0.003910952222222234,0.17468352915299026,6.162115701724779
24,31.688776,-159.601578,-9.085831,31.834984,-50.413132,206.954544,13.427776,-107.601105,-180.359039,48.702076,-20.316835,-86.027977,10.656757341230765,0.009437649564102523,-0.015497405771794778,6.041042714551277
25,111.188637,31.205524,106.488258,41.561493,-24.53894,-120.564621,36.03933,-280.836365,98.415283,-23.049377,-134.139038,-54.053394,10.142549595623931,0.030336737923077083,-0.008249820810256464,4.987899323217087
26,84.197601,107.277657,303.09848,3.053449,0.170318,-247.065384,56.003796,-355.402924,306.325623,-52.106812,-81.667709,-274.187012,11.353916904,0.05514333888888884,0.02621281834444443,5.028612980266668
27,81.749283,116.918304,256.633545,-12.264965,77.254097,-251.121613,46.929138,-381.538879,283.963684,-57.058044,-45.213314,-343.993103,11.700874474461537,0.03427091723076907,0.017177006315384602,5.985335728176927
28,71.599785,63.320496,348.14209,15.150511,-87.920769,1.866516,38.557743,24.880325,-48.503899,-77.373413,35.394005,-238.773941,11.461536055692308,-0.004000962623931657,-0.009964383466666688,5.998224694690597
29,49.724937,-46.908852,206.124634,19.609154,37.645763,190.74295,51.110321,-81.036903,19.342831,-89.11702,99.119202,-190.261185,11.036760491999999,0.004587620709401672,0.010743312453846146,6.067453580677773
30,35.630482,70.662346,5.347389,13.414746,-48.962273,27.094889,-35.507908,99.966934,-56.336155,-96.406105,-96.42524,-115.451355,11.727153304820513,1.931624802615386,0.027927151076923073,7.123761614307691
31,38.934147,-37.174294,-37.938782,-1.624576,-20.337683,113.576462,-10.652372,7.394083,-146.82785,-72.230835,-64.704575,-45.933407,11.341939765196582,3.5379872819572635,0.01593910992649565,5.157581098029064
32,45.574245,-109.068291,69.587364,-13.668372,-32.463303,28.423941,-18.259712,-108.878777,33.154648,80.012756,-275.499359,-40.142021,13.025893793128201,4.744350722393159,5.284291035883755,3.066213324491458
33,36.268272,40.716515,83.015213,-53.058514,1.559009,0.995183,-20.541914,85.965363,0.531395,35.301826,-105.245811,-47.819607,12.104734687897452,5.753565933589743,9.442239755669215,1.9419083835769289
34,29.710482,153.439941,103.990562,-17.800554,40.0107,-37.361446,-17.460573,159.48262,0.159418,36.952549,-146.436737,-35.058884,8.679570720478631,9.621411736478633,13.408605792552994,1.1688801253128205
35,5.147145,-16.107021,164.890182,-5.340167,-291.15979,39.632568,-16.536171,-36.890213,122.442833,31.798763,-249.178009,-4.868666,2.1265769699145274,13.73302116900855,13.853565374614531,0.0073720942965810055
36,-5.987856,-25.545105,145.500061,11.57895,-66.634941,-78.494225,-10.609852,-163.590057,19.785852,81.093628,-313.894409,-3.3436,0.1856448830769221,15.388802256615383,13.03339896836154,-0.023472844192307114
37,56.576641,161.806473,88.842018,3.473685,-129.204483,-23.548267,-40.842957,-120.63102,49.244759,65.754089,-246.691315,51.720921,-0.006262633777777943,14.345915201,10.250967404676926,-0.017312269655555282
38,169.495987,248.139954,-248.265396,-21.553894,-144.209351,98.383514,-34.848885,-109.626312,-117.036568,68.684227,-350.808411,201.933273,-0.052269458222221496,12.464538459068375,8.197940032735046,-0.008660367493161542
39,122.402802,294.752991,-114.022621,-30.945168,-107.284805,55.877052,-21.752666,-123.271889,-78.419975,56.382271,-372.62854,241.347977,-0.0012274346666672452,12.739209206666668,8.944649810100003,0.00034263373333280264
40,106.391838,144.915909,-132.122787,-9.28355,-66.079445,186.233124,25.485197,-151.844574,-157.218994,-86.650314,-138.150574,134.543396,0.04513957374358969,12.924448539051282,9.941554843294872,0.02452920255128207
41,35.683552,-191.900223,-316.437866,-14.083065,-83.845825,336.43692,56.603561,-75.681374,-329.615692,-37.293095,-37.679176,183.471024,0.061536073606837084,12.61187654223077,10.476152751482907,-0.004877826163247786
42,-6.241935,25.281929,-168.368378,-32.469921,-60.930748,381.498077,64.056068,-79.194412,-375.68573,-9.304929,90.37825,-123.843689,0.02324435958974341,12.735556072820511,10.720915472825643,-0.017908677207692365
43,41.43642,15.116579,209.343491,-102.007973,-33.343224,398.78244,45.578819,28.965675,-284.058716,136.550522,72.305473,-110.590111,-0.009273561504274497,13.117783600589743,10.74226271577607,1.206673125062368
44,21.845926,108.099968,59.037052,-137.933395,-203.951965,360.658752,6.141646,229.000702,29.645378,44.731155,-238.162354,-127.327042,0.01988209958973222,10.6485693651624,10.431032742068375,1.7444031824632475
45,12.202778,-86.199005,130.691116,-143.062027,-57.419594,322.859619,-20.753506,292.777222,-85.256386,26.600346,-5.543709,-137.997116,7.598176498461531,6.517374098846164,12.281907200869233,2.1632312265384623
46,7.426834,-7.029703,65.569336,-157.781616,-237.53688,407.552887,-51.418049,213.994171,0.785082,21.161104,-31.791113,-111.070129,12.575033521606862,1.9563035615213575,10.273063632670937,2.759477748776924
47,2.22805,167.361084,-4.808199,-152.782486,-306.636078,391.534882,-71.915421,254.381256,-69.435471,13.880331,-154.528336,-37.08704,15.414183678222225,0.6206697671025648,6.407399480724791,4.740105373067519
48,0.668415,114.230324,-63.581463,-132.452759,-253.928833,398.027466,-79.947624,166.698364,-105.565643,2.2811,-38.8265,17.118889,14.725087054358978,0.08899534153846084,1.4327726855769183,6.699723089617935
49,0.200525,-212.4039,-49.202438,-120.704834,-209.871658,399.97522,-76.708282,98.967514,-142.766693,-1.19867,135.226059,5.135667,13.298282371726497,0.07924723729914517,0.3357929045905983,7.608382381392306
50,0.060157,-133.392166,158.475281,-49.392452,-15.886497,411.857544,-88.91748,-68.225746,-27.76601,-9.774601,29.269817,-19.172298,11.416097061162393,0.008555029965811967,0.010472473357264958,6.1655916891461535
51,80.987045,-32.485649,-89.916412,-24.232737,-108.330948,270.431274,-83.165245,-41.180725,-66.702805,-29.29438,-72.188057,-28.347689,10.034672576923072,0.03246693489743612,0.0006351666974360017,5.676135619133319
52,9.232114,187.969315,150.027069,58.635178,-6.137287,107.491386,40.955421,-119.685219,-3.063841,8.158686,-8.475418,-25.451307,10.204054350222222,-0.026398594111111076,-0.022848489522222227,5.708310481644442
53,55.493633,60.156796,218.244125,-12.537447,-37.618187,-95.79657,78.191628,-314.589569,243.87085,-38.978394,-43.968624,-216.648392,10.55317680488889,0.027708410435897238,0.0197143129940169,4.997208987357275
54,76.904091,163.03804,131.378235,11.302766,-45.179459,-73.930969,38.521488,-369.294861,193.673248,-11.693519,-48.96759,-157.26152,11.033015949538457,-0.0014009721538460248,-0.02716299949230773,5.931989926953854
55,83.327225,129.880417,216.415466,12.80583,97.543159,-71.137291,0.258448,-208.704468,174.847977,-44.934055,26.735722,-267.489471,11.247773218769229,0.039003686504273646,0.009466233746153884,6.921231411838439
56,64.541168,20.134127,337.959656,3.841749,-19.695051,157.543808,39.620533,-117.218346,-154.675598,-68.087219,117.234718,-164.981842,11.526718811384615,0.02799205630769245,-0.0023015810128203624,6.169807373219667
57,51.373348,-42.917763,216.2509,1.152525,-117.005516,258.159149,30.71616,-70.942505,-8.74268,-75.033173,112.373421,-75.856552,11.953885161846154,-0.0034586400000000093,-0.02716951615128201,6.215723711576926
58,36.125004,15.369672,166.557281,0.345757,-142.432663,122.63974,20.512848,82.282242,-126.90081,52.810047,110.915031,-96.19397,13.866032959111113,0.6967934173333354,1.2702534522427453,5.753035231294878
