,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,RF,RH,LF,LH
0,0.617014,32.104538,-304.433624,1.933841,-55.626141,294.080048,1e-06,35.97319,-200.544281,-5.474025,-29.181629,116.915276,-0.021255956000000003,2.230359026,-0.0206089586,-0.014906261100000002
1,0.185104,-26.145638,-110.160095,11.878152,-108.954842,265.226013,-1.883,20.206959,56.582706,-92.026199,-14.403488,-153.225418,0.0035107321355932137,6.844937429044068,0.01176943686745763,0.010345540636949152
2,-20.657469,-36.088692,-12.335032,-7.734553,-226.635468,205.728821,-19.394899,30.541088,28.272812,-69.033859,33.338951,-91.159622,0.005825556569491517,8.528197915667798,0.008372490562711861,0.00011187435694915739
3,14.515759,77.674393,54.672489,-26.799366,-329.727661,7.111645,16.777529,14.811327,98.865837,15.066841,-22.009312,-76.305885,0.02382531628474575,4.53144484900339,0.008744126830169492,0.00015890368644067362
4,28.833729,32.717319,108.668747,91.759193,-302.282318,-197.464508,25.746258,-27.5676,144.522751,34.648052,64.95121,-111.392761,0.007040017193220339,0.8663459788203389,-0.006387137325084737,-0.008427559494237284
5,16.182119,-37.259804,98.505623,27.52776,-141.525696,-115.729355,17.138878,-4.504281,52.771828,17.926416,-61.483639,-37.18383,0.006999461627118656,0.046696523677966145,0.008082576010169498,-0.006182146837288134
6,18.035637,64.142059,46.498688,15.790329,-130.95871,-12.122808,23.971664,130.45871,19.597549,14.792925,-142.723099,-28.10215,0.0012046478101694908,0.4042093769389832,-0.004230531503728814,-0.0010294729284745737
7,12.942692,-80.556381,-23.710392,14.152099,-46.819614,98.045166,16.606499,7.126617,-35.546734,19.501877,-71.061935,-4.664645,-0.004073500040677967,2.3306974181932203,0.00044473694949152104,0.007091030976949153
8,13.297808,-107.018913,-65.486115,13.660629,-111.961884,151.808563,4.98195,-214.407013,-42.675018,5.850563,-177.607574,-3.282393,-0.003782650684745776,4.825877375013562,0.012768953537966135,0.008391187365423729
9,15.287342,-186.511688,85.802162,-1.550811,-99.493561,-14.713428,1.494585,-252.622101,173.614487,-11.425831,35.218723,102.580276,0.0022187076203389823,5.91019133360678,0.006918917572881347,0.007076062681355928
10,17.767202,-140.688507,42.687653,-23.061241,-191.786072,134.927963,0.448376,-156.755646,121.755341,-14.725749,112.247627,81.615089,0.0012384867796610246,5.44362278657627,-0.0021535254830508414,0.0012748384610169403
11,14.745161,-142.005554,-54.981705,-25.748373,-146.036819,32.946388,3.900513,-116.697693,93.016602,-8.183725,-32.230709,3.771528,2.1040161380881375,4.77271288079661,-0.01298515602881356,-0.0056807648081356
12,17.604549,-106.623665,173.688492,-32.203514,54.104954,-184.065094,-34.606846,-102.79731,253.86499,-2.455118,-15.318213,-162.689545,6.12657230501695,3.7334958108576277,-0.01801005465966102,0.45724000063152664
13,7.164365,-92.243103,178.267548,-69.917053,40.710487,-164.433533,-40.510056,31.29981,138.298508,-10.151535,-126.990471,-237.106873,10.715829864677966,2.525150944288136,-0.012302338806440672,3.612743227434576
14,13.447309,-91.694931,324.632263,-45.454117,-44.276855,-54.979061,23.623983,26.336945,-58.309448,-25.64146,56.05286,-266.96405,10.537726091783053,0.9470897072610172,0.029546281531186477,6.438721309235593
15,-12.912807,-131.073471,379.839661,-2.338236,16.844944,267.839294,29.683193,-67.418915,-264.165833,97.755562,63.890862,-181.771225,8.364264854983047,0.20111880947457483,0.02916426151016903,4.990784590150854
16,-5.756843,-148.536041,381.337921,12.479529,-30.723516,127.426788,31.500957,147.361328,-98.079758,57.571671,-56.15274,-86.542366,4.786004337437285,0.015866979125423744,0.014252086775932149,4.959394780456943
17,-18.674053,-210.264801,153.944382,-7.55414,-142.910065,177.570038,9.450288,72.4534,-151.818939,109.538498,5.750175,-167.187698,4.9025493199864405,0.04215394876949162,0.027929144416271232,5.443878280054918
18,28.291784,-334.231445,66.896317,-13.564241,222.629974,94.697014,2.835086,-191.042969,-171.706696,110.064552,82.694054,-100.997314,4.981059227688135,0.013061723050847657,0.01907606143423738,5.361808875945771
19,64.977539,-282.92041,170.708893,-17.250273,79.969994,37.824104,-4.798474,-81.791893,-27.033012,138.467361,-1.553782,-79.257195,5.231501392135593,-0.015116030928813563,-0.021319679586779668,5.387612922609492
20,28.908264,-224.218124,132.181671,-18.356083,-130.415009,-86.568771,0.443458,-9.473569,6.954096,180.882202,25.895864,-85.916161,6.791471364135594,0.5419498994406798,0.012332455867796643,7.122245580586449
21,29.385479,-330.885437,135.6875,-5.506825,164.239502,2.274368,11.431037,-34.853069,-33.690773,180.425659,28.481758,-54.019852,7.534460549762712,2.174128862420339,0.03288900802135595,6.320429420644066
22,-104.16436,-289.448639,213.942261,-1.652048,53.037853,4.44831,5.312311,62.981083,-68.480232,195.352692,181.780533,-185.675964,6.551107422427118,5.526258233000005,-0.0031621938220339797,5.363259837819995
23,-50.079308,-124.494598,239.301682,-0.495614,61.103355,67.239494,9.125693,84.799324,96.20192,75.552811,-212.851852,-223.289795,6.469434607213562,7.106794813766104,0.033581560422711695,4.384287693504398
24,-47.03479,-137.147385,81.205505,-73.585686,72.938011,72.895844,-6.677292,102.642799,136.191574,32.080845,-191.899551,30.929062,9.770768700677966,7.936757478745762,0.24087412836610236,3.027939740801696
25,-61.18544,-238.859222,94.032654,-159.534698,78.371407,170.625763,-9.535188,94.814835,-147.442535,3.975255,-125.357864,22.459719,13.526087713152545,7.53114879593221,6.510912436749161,1.6741157090118595
26,-131.335632,5.545235,193.913788,-96.818413,93.182419,39.889732,-6.626556,28.444452,-151.563766,-123.085434,-135.523361,63.227917,11.494538337722036,9.234890637874575,10.84694856167593,1.0452748795338986
27,-154.263687,159.835571,-164.019867,-83.652527,93.859726,279.352936,126.056023,-44.190662,-324.153137,-36.925632,-104.679001,267.524384,5.996388498996604,12.861791471640682,13.930936394463389,0.18975489772033902
28,-140.429108,155.281677,-149.004974,-70.287758,105.360924,347.425873,47.231808,30.051804,-379.695923,9.635309,-87.893707,114.151321,0.7736754504949171,13.550408199494917,12.321117998917968,-0.02708869028915252
29,-45.894733,22.105503,58.863503,-39.916328,24.076279,243.569763,25.467543,50.44154,-394.475769,4.773593,-13.187113,-106.979591,0.08529648612881187,13.811882891145753,10.770018041190164,-0.04297940680576206
30,-40.130421,57.472656,121.224045,-15.740899,-132.11911,244.42392,26.470263,173.304459,-137.172729,-11.748922,-60.446136,-54.68988,0.054739713830509185,12.23135489640678,8.85105970572372,-0.0010833722864409595
31,-27.103127,28.539799,90.974213,-29.201271,-156.381729,156.179169,-22.18692,74.587341,47.349178,-14.822676,44.005161,-165.163971,0.009500936745762023,12.173664381701693,9.451867288449149,0.012280925627796545
32,12.582061,6.67894,168.517258,-33.23938,84.895477,195.610748,-44.316078,86.398201,-6.508245,-4.446803,116.766541,-170.061188,-0.02284392522033882,12.594881786633898,10.55152423838068,0.026365711686101644
33,3.774618,158.292679,75.03418,-26.918816,-31.021357,196.142227,-52.837822,82.409462,-73.506477,6.197959,-96.780029,-86.795364,-0.002631845355932843,12.331944185484742,10.271666263243048,0.010735661088135912
34,10.547385,9.827805,-90.469749,-28.788645,37.768593,154.875671,-62.926346,105.691841,-106.786942,13.157387,-40.332008,-37.336609,0.006127754657627042,12.966390907579664,10.347121384145085,-0.028417090419999992
